,cpd00001__91__c0__93__,cpd00002__91__c0__93__,cpd00003__91__c0__93__,cpd00004__91__c0__93__,cpd00007__91__c0__93__,cpd00008__91__c0__93__,cpd00009__91__c0__93__,cpd00010__91__c0__93__,cpd00011__91__c0__93__,cpd00012__91__c0__93__,cpd00013__91__c0__93__,cpd00020__91__c0__93__,cpd00022__91__c0__93__,cpd00023__91__c0__93__,cpd00024__91__c0__93__,cpd00029__91__c0__93__,cpd00032__91__c0__93__,cpd00033__91__c0__93__,cpd00036__91__c0__93__,cpd00039__91__e0__93__,cpd00042__91__c0__93__,cpd00051__91__c0__93__,cpd00054__91__c0__93__,cpd00056__91__c0__93__,cpd00060__91__e0__93__,cpd00064__91__c0__93__,cpd00065__91__e0__93__,cpd00066__91__c0__93__,cpd00067__91__c0__93__,cpd00067__91__e0__93__,cpd00069__91__e0__93__,cpd00084__91__c0__93__,cpd00102__91__c0__93__,cpd00107__91__e0__93__,cpd00119__91__e0__93__,cpd00129__91__e0__93__,cpd00156__91__c0__93__,cpd00322__91__e0__93__,cpdUS12__91__c0__93__,cpd00007__91__e0__93__,cpd00009__91__e0__93__,cpd00011__91__e0__93__,cpd00013__91__e0__93__,cpd00035__91__e0__93__,cpd00041__91__e0__93__,cpd00048__91__e0__93__,cpd00076__91__e0__93__,cpd00130__91__e0__93__,cpd00155__91__c0__93__,cpd00214__91__c0__93__,cpd00227__91__e0__93__,cpd00281__91__e0__93__,cpd00421__91__c0__93__,cpd00528__91__e0__93__,cpd11640__91__e0__93__,cpd12836__91__c0__93__,cpdPG6__91__c0__93__,objective
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-208/5,0,0,0,0,0,0,0,0,0,-338/5,-78,364/5,0,26/5,0,0,0,0,1,0,0,-104/5,26,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-173/3,0,694/15,0,0,116/5,0,0,0,0,0,0,-578/15,0,-59/15,59/15,0,0,59/15
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-861/40,0,0,0,0,0,0,0,0,0,-2069/40,-1,367/5,0,287/40,0,0,0,0,1421/1040,0,0,-287/10,0,0,0,0,1,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-523/10,-183/5,119/5,0,0,112/5,0,-1,0,71/130,0,0,-163/5,61/5,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1051/10,-321/5,263/5,0,0,224/5,0,0,0,107/130,0,0,-331/5,107/5,-1,1,0,0,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-169,0,1343/2,0,0,0,0,-1073/4,-67/2,1073/52,67,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18775/19,0,400,0,0,12850/19,0,0,0,0,0,0,-10225/19,0,-2625/38,2625/38,1,0,2625/38
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-206/1029,0,1/3,0,0,82/1029,0,0,-41/1029,0,0,0,0,0,-41/1029,41/1029,16/8575,0,41/1029
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2613/28,0,78,0,0,429/14,0,0,0,1,0,0,-715/14,0,-143/28,143/28,0,0,143/28
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2901/2210,0,1357/1105,0,1321/1105,0,0,0,0,0,27/1105,0,-1,0,-243/2210,243/2210,0,0,243/2210
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-653/43,0,0,0,0,0,0,0,0,0,-229/43,0,704/43,2/43,0,0,0,0,0,0,1,0,-8/43,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11/3,0,170/11,79/132,0,0,0,0,0,0,211/132,0,-4/3,0,-35/264,35/264,0,0,35/264
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-367/3,-71,367/3,0,0,71/3,0,0,0,71/78,0,0,0,71/3,-71/6,71/6,0,0,71/6
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,-497/55,0,552/55,0,0,2,0,0,0,92/715,0,0,0,0,-1,1,0,0,1
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-104/69,0,0,0,0,0,0,0,0,0,-307/276,-31/46,215/138,0,0,0,0,0,0,31/3588,0,0,-1/2,31/138,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-155/76,0,2,0,0,41/38,0,0,0,0,0,0,-41/76,0,-41/152,41/152,1/100,0,41/152
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1/11,0,0,0,0,0,0,0,0,0,-157/1232,0,11/56,0,0,0,0,-85/3696,0,85/48048,0,0,-139/1848,0,-29/3696,29/3696,0,0,29/3696
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15350/23,0,0,0,0,0,0,0,0,0,-6775/23,-6150/23,11250/23,0,0,0,0,0,0,1025/299,0,0,0,2050/23,0,0,1,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8061/136,-1,34,513/68,0,2961/68,0,0,-18,0,0,0,-2961/68,0,-513/136,513/136,0,1,513/136
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17025/112,0,1625/7,0,0,225/56,0,0,0,125/14,225/56,0,0,0,-225/112,225/112,1,0,225/112
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5250/43,0,0,0,0,0,0,0,0,0,-4950/43,0,13100/43,0,0,0,0,-2525/43,-1500/43,0,0,0,0,0,-1125/43,1125/43,1,0,1125/43
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-57/32,0,0,0,0,0,0,0,0,0,-175/192,-1/18,17/9,0,0,7/32,0,0,0,0,0,0,-7/32,0,0,0,0,1/18,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12400/101,0,20750/101,0,0,1650/101,0,-12025/101,0,925/101,0,0,0,0,-1650/101,1650/101,1,0,1650/101
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-113/759,0,0,0,0,0,0,0,0,0,-7/33,-4/23,8/33,0,1/33,0,0,0,0,2/897,0,0,-4/33,4/69,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1/880,0,17/1518,0,1/5520,0,0,-611/242880,-1/1518,0,1/759,0,0,0,-1/11040,1/11040,0,0,1/11040
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-444/71,-4,1367/71,0,0,1,0,0,0,0,0,0,-1,1,0,0,0,1,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3146/71,0,0,0,0,0,0,0,0,0,-3588/71,-78,4238/71,0,0,0,0,0,-650/71,1,0,0,0,26,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-312/25,0,104/3,0,182/75,0,0,-13,0,1,78/25,0,-416/75,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-169/20,0,0,0,0,0,0,0,0,0,-291/20,-1,129/5,43/5,0,0,0,-53/20,0,0,3/20,0,-43/5,0,0,0,0,1,0
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12,0,296/27,2/9,296/27,0,0,0,0,0,2/9,0,-248/27,0,-1,1,0,0,1
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-550/3,0,0,0,0,0,0,0,0,0,-1000/3,0,1700/3,0,0,0,0,-1450/9,0,1450/117,0,0,-1100/9,0,-275/9,275/9,1,0,275/9
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40/551,0,631/1653,0,0,0,0,-1/12,0,0,511/13224,0,0,0,-73/8816,73/8816,0,0,73/8816
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-372/19,0,1312/19,0,79/19,0,0,0,0,0,123/19,0,-164/19,0,-1,1,0,0,1
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-173,-108,34,0,0,104,0,-1,0,19/13,0,0,-104,36,0,0,0,0,0
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19/3,-5/2,80/3,1/2,0,0,0,0,0,0,17/6,0,-2,5/6,0,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52,0,0,0,0,0,0,0,0,0,-104/3,0,442/9,0,208/9,0,0,0,-26,1,0,0,-208/9,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-552/71,-3,1972/71,2,0,0,0,0,0,0,3,0,-2,1,0,0,0,0,0
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-57/5,-1,52,9/10,0,0,0,0,0,0,18/5,0,-18/5,0,0,0,0,1,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23/2,0,8,0,1,3,0,-19/5,0,71/130,0,0,-7,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-150,0,200,0,0,0,0,-365/2,0,265/13,0,0,0,0,0,0,1,0,0
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37/108,-1/9,307/162,0,19/162,0,0,-1/2,0,0,0,0,-19/162,0,0,0,0,1/9,0
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-988/11,0,1118/11,0,0,260/11,0,0,-130/11,1,0,0,0,0,-130/11,130/11,0,0,130/11
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1296/55,0,2176/55,2,0,0,0,0,0,656/715,2,0,0,0,-1,1,0,0,1
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7/99,0,0,0,0,0,0,0,0,0,-235/1584,-31/396,325/2376,1/22,11/216,0,0,0,0,0,0,0,-229/2376,5/198,0,0,0,1/396,0
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,-394/55,0,504/55,2,0,0,0,0,0,84/715,0,0,0,0,-1,1,0,0,1
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-499/576,0,0,0,0,0,0,0,0,0,-109/384,-1/9,17/18,0,0,31/192,0,0,-1/2,0,0,0,-31/192,1/36,0,0,0,1/36,0
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4275,0,3500,0,0,1650,0,-650,0,50,0,0,-2750,0,-275,275,1,0,275
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-156,-108,34,0,0,104,0,-1,-34,19/13,0,0,-104,36,0,0,0,0,0
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-191/152,0,1,0,0,10/19,0,-1/12,-1/76,0,0,0,-193/228,0,-41/456,41/456,0,0,41/456
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4/65,0,2/9,0,0,41/2340,0,0,-41/2340,0,41/2340,0,0,0,-41/4680,41/4680,2/4875,0,41/4680
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-119/9,0,466/27,0,187/27,0,0,0,0,9/26,1,0,-214/27,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-57/32,0,0,0,0,0,0,0,0,0,-79/192,-1/18,17/9,0,0,7/32,0,0,-1,0,0,0,-7/32,0,0,0,0,1/18,0
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35/33,-10/11,14/33,0,0,16/33,0,0,0,0,0,0,-2/3,10/33,0,0,0,0,0
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-263/41,-66/41,312/41,0,2,22/41,0,0,0,11/533,0,0,-22/41,22/41,-1,1,0,0,1
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-155/84,0,0,0,0,0,0,0,0,0,-307/84,0,4,155/84,0,0,0,0,0,0,0,0,-1,0,-71/168,71/168,0,0,71/168
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37/238,0,52/119,0,0,0,0,-1/6,0,1/78,67/1904,0,-67/2856,0,-67/11424,67/11424,0,0,67/11424
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-67/3036,0,0,0,0,0,0,0,0,0,-19/276,0,1/11,0,0,67/3036,0,-1/66,-67/3036,1/858,0,0,0,0,-67/6072,67/6072,0,0,67/6072
57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1950/19,0,3350/19,0,0,900/19,0,-2125/38,-450/19,0,0,0,0,0,-450/19,450/19,1,0,450/19
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1324/9,0,266,0,0,82/3,0,0,0,0,0,0,0,0,-82/3,82/3,289/225,0,82/3
59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9285/136,-1,34,513/68,0,2961/68,0,0,0,0,0,0,-2961/68,0,-513/136,513/136,0,1,513/136
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-923/30,0,0,0,0,0,0,0,0,0,-91/2,-143/10,52,13/2,0,0,0,0,0,1,0,0,-26,143/30,0,0,0,0,0
61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3075/19,0,200,0,0,450/19,0,0,0,100/13,0,0,-225/19,0,-225/38,225/38,1,0,225/38
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5/99,-1/22,4/207,0,1/414,17/759,0,-1/1656,0,0,0,0,-73/2277,1/66,0,0,0,0,0
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17225/11,-15750/11,400,0,0,9650/11,0,0,0,0,0,0,-9650/11,5250/11,0,0,1,0,0
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37/24,-1/36,17/18,1/2,0,1/2,0,0,0,0,0,0,-1,0,0,0,0,1/36,0
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-885/16,-1,543/16,0,0,287/8,0,0,-287/16,511/416,0,0,-287/8,0,0,0,0,1,0
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1352/45,0,0,0,0,0,0,0,0,0,-143/3,-182/15,182/3,0,0,0,0,0,0,1,0,0,-26,182/45,0,0,0,0,0
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-136/3,0,496/3,0,0,0,0,0,0,25/39,16,0,-16,0,0,0,0,0,0
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-386/25,0,0,0,0,0,0,0,0,0,-2074/75,-808/25,808/25,0,0,0,0,0,0,404/975,0,0,0,808/75,-1,1,0,0,1
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-188900/93,0,0,0,0,0,0,0,0,0,-6700/31,-16400/93,176600/93,0,0,0,0,0,-30800/31,0,0,0,0,4100/93,0,0,1,4100/93,0
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1/3,0,17/6,0,0,0,0,-5/8,-1/6,0,1/3,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-416/11,0,0,0,0,0,0,0,0,0,-364/11,0,546/11,0,52/11,0,0,0,-130/11,1,0,0,-208/11,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3/82,0,50/369,73/5904,0,0,0,-1/36,0,0,73/5904,0,0,0,-73/11808,73/11808,0,0,73/11808
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0,0,0,0,0,0,0,0,0,-33/4,0,21/2,0,1,0,0,0,0,11/52,0,0,-4,0,0,0,0,0,0
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-511/55,0,456/55,0,0,4,0,0,-2,76/715,0,0,-2,0,-1,1,0,0,1
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-54/11,0,0,0,0,0,0,0,0,0,-56/11,0,75/11,8/11,0,0,0,0,-1,43/286,0,0,-32/11,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17,0,0,0,0,0,0,0,0,0,-175/18,0,133/6,0,71/18,0,0,0,-17/2,0,0,0,0,0,-71/36,71/36,0,0,71/36
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2/11,0,0,0,0,0,0,0,0,0,-1/3,0,14/33,0,0,0,0,0,0,0,0,0,-2/11,0,0,0,0,0,0
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89/414,0,0,0,0,0,0,0,0,0,-13/138,-4/207,2/9,0,0,0,0,0,0,0,0,0,-1/46,1/207,0,0,0,1/207,0
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2483/19,-78,26,0,0,1508/19,0,0,0,1,0,0,-1495/19,26,-13/38,13/38,0,0,13/38
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80/11,0,0,0,0,0,0,0,0,0,-140/11,0,160/11,20/11,0,0,0,-1,0,62/143,0,0,-80/11,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4154/165,0,7124/165,0,0,0,0,0,0,1994/2145,2,0,0,0,-1,1,0,0,1
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-150/7,0,0,0,0,0,0,0,0,0,-7200/49,0,10700/49,0,0,0,0,0,0,5050/637,0,0,0,0,-225/49,225/49,1,0,225/49
83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-500,0,0,0,0,0,0,0,0,0,-225,0,450,0,50,0,0,0,0,0,0,0,0,0,-25,25,1,0,25
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-887/13224,0,631/1653,0,0,0,0,-1/12,-73/6612,0,511/13224,0,0,0,-73/8816,73/8816,0,0,73/8816
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-151/220,0,103/110,0,0,0,0,0,0,71/2860,0,0,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5577/116,-2925/58,663/29,0,0,975/58,0,-533/116,0,1,0,0,-975/58,975/58,0,0,0,0,0
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-373/88,-937/396,17/9,1,0,701/396,0,0,0,0,0,0,-1097/396,305/396,0,0,0,1/18,0
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3146/71,0,0,0,0,0,0,0,0,0,-3913/71,-78,4238/71,0,0,0,0,0,0,1,0,0,0,26,0,0,0,0,0
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-97/66,-14/11,1/2,0,1/18,139/198,0,0,0,0,0,0,-61/66,14/33,0,0,0,0,0
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1125/23,0,0,0,0,0,0,0,0,0,-5775/46,0,200,0,0,1125/23,0,-50,0,0,0,0,0,0,-1125/46,1125/46,1,0,1125/46
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2656/55,0,14128/165,0,0,0,0,0,0,4408/2145,14/3,0,0,0,-1,1,0,0,1
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-229/957,0,2161/957,0,0,0,0,-67/132,-109/957,0,251/957,0,0,0,-1/58,1/58,0,0,1/58
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,0,0,0,0,0,0,0,0,0,-755/12,-46,1025/18,0,737/18,0,0,0,0,7/13,0,0,-737/18,15,0,0,0,1,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,-7,0,8,0,1,0,0,-13/5,0,47/130,0,0,-4,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-127/102,-1/2,2/3,149/408,0,25/51,0,0,0,0,1/24,0,-14/17,1/6,-13/816,13/816,0,0,13/816
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-150/7,0,0,0,0,0,0,0,0,0,-7050/49,0,10700/49,0,0,0,0,0,-300/49,5050/637,0,0,0,0,-225/49,225/49,1,0,225/49
