,cpd00001__91__c0__93__,cpd00002__91__c0__93__,cpd00003__91__c0__93__,cpd00004__91__c0__93__,cpd00007__91__c0__93__,cpd00008__91__c0__93__,cpd00009__91__c0__93__,cpd00010__91__c0__93__,cpd00011__91__c0__93__,cpd00012__91__c0__93__,cpd00013__91__c0__93__,cpd00020__91__c0__93__,cpd00022__91__c0__93__,cpd00023__91__c0__93__,cpd00024__91__c0__93__,cpd00029__91__c0__93__,cpd00032__91__c0__93__,cpd00033__91__c0__93__,cpd00036__91__c0__93__,cpd00039__91__e0__93__,cpd00042__91__c0__93__,cpd00051__91__c0__93__,cpd00054__91__c0__93__,cpd00056__91__c0__93__,cpd00060__91__e0__93__,cpd00064__91__c0__93__,cpd00065__91__e0__93__,cpd00066__91__c0__93__,cpd00067__91__c0__93__,cpd00067__91__e0__93__,cpd00069__91__e0__93__,cpd00084__91__c0__93__,cpd00102__91__c0__93__,cpd00107__91__e0__93__,cpd00119__91__e0__93__,cpd00129__91__e0__93__,cpd00156__91__c0__93__,cpd00322__91__e0__93__,cpdUS12__91__c0__93__,cpd00007__91__e0__93__,cpd00009__91__e0__93__,cpd00011__91__e0__93__,cpd00013__91__e0__93__,cpd00035__91__e0__93__,cpd00041__91__e0__93__,cpd00048__91__e0__93__,cpd00076__91__e0__93__,cpd00130__91__e0__93__,cpd00155__91__c0__93__,cpd00214__91__c0__93__,cpd00227__91__e0__93__,cpd00281__91__e0__93__,cpd00421__91__c0__93__,cpd00528__91__e0__93__,cpd11640__91__e0__93__,cpd12836__91__c0__93__,cpdPG6__91__c0__93__,objective
894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2591/206448,-1/4554,17/2277,7/1496,0,7/1496,0,0,0,0,0,0,-27/3128,0,-25/68816,25/68816,0,1/4554,25/68816
895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,-293/21,-124/63,2866/63,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,124/63,0
896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1053/11,0,1118/11,0,0,260/11,0,0,0,1,0,0,0,0,-130/11,130/11,0,0,130/11
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-47/48,0,2/3,1/3,0,7/24,0,0,0,0,1/24,0,-5/8,0,0,0,0,0,0
898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-871/236,-3,88/59,0,0,283/118,0,0,-44/59,0,11/118,0,-283/118,1,0,0,0,0,0
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5/18,0,1,1/9,0,0,0,-7/36,0,0,1/9,0,-1/9,0,0,0,0,0,0
900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13/50,0,0,0,0,0,0,0,0,0,-7/18,-7/25,4/9,0,1/18,0,0,-67/900,0,109/11700,0,0,-2/9,7/75,0,0,0,0,0
901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11/4,0,10,1/4,0,0,0,-35/16,0,35/208,1,0,-1,0,0,0,0,0,0
902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-301/228,0,1,0,0,73/114,0,-1/12,0,0,0,0,-73/228,0,-73/456,73/456,0,0,73/456
903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29/3,0,0,0,0,0,0,0,0,0,-61/12,0,15/2,0,0,0,0,0,0,71/468,0,0,0,0,0,0,0,0,0
904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3721/1518,0,0,0,0,0,0,0,0,0,-47/44,-16/69,3829/1518,0,31/506,0,0,0,0,0,0,0,-62/253,4/69,0,0,0,4/69,0
905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3283/82,-1764/41,1108/41,0,0,547/41,0,0,0,294/533,1,0,-547/41,588/41,0,0,0,0,0
906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-150,0,200,0,0,0,0,-45/2,0,145/13,0,0,0,0,0,0,1,0,0
907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-957/578,0,613/289,9/289,253/289,0,0,0,0,162/3757,36/289,0,-1,0,0,0,0,0,0
908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-463/55,0,408/55,2,0,2,0,0,0,68/715,0,0,-2,0,-1,1,0,0,1
909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5/638,0,0,0,0,0,0,0,0,0,-1/87,0,59/2871,0,0,0,0,-1/396,0,0,0,0,-5/957,0,-5/3828,5/3828,7/287100,0,5/3828
910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-150,0,700/3,25/6,0,0,0,0,0,350/39,25/6,0,0,0,-25/12,25/12,1,0,25/12
911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38/9,0,0,0,0,0,0,0,0,0,-131/9,-43/9,764/9,19/18,0,0,0,-43/2,0,0,0,0,-38/9,0,0,0,0,43/9,0
912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-157/528,-1/198,17/99,0,0,1/4,0,0,-1/8,0,0,0,-19/88,0,-3/176,3/176,0,1/198,3/176
913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-95/264,-1/198,17/99,0,0,1/4,0,0,0,0,0,0,-19/88,0,-3/176,3/176,0,1/198,3/176
914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-171/113,-225/113,152/113,38/113,0,0,0,0,0,0,0,0,-38/113,75/113,0,0,0,0,0
915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19200/7,0,0,0,0,0,0,0,0,0,-5200/21,-4100/63,164600/63,0,0,0,0,0,-9600/7,0,0,0,0,0,0,0,1,4100/63,0
916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91/912,0,1/9,0,0,5/76,0,-1/36,-5/152,0,0,0,-5/152,0,-5/304,5/304,1/1800,0,5/304
917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-260/3,0,182/3,0,0,26,0,0,0,1,0,0,-52,0,0,0,0,0,0
918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-413/1224,0,2/9,163/1224,0,73/612,0,0,0,0,1/72,0,-47/204,0,-3/272,3/272,0,0,3/272
919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7462/59,-4290/59,7462/59,0,0,1430/59,0,0,0,1,0,0,0,1430/59,-715/59,715/59,0,0,715/59
920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12225/74,0,9425/37,225/37,0,0,0,0,0,725/74,225/37,0,-225/37,0,0,0,1,0,0
921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31350/203,0,49900/203,0,0,0,0,0,0,850/91,150/29,0,0,0,-225/203,225/203,1,0,225/203
922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1/4,0,247/198,103/1584,0,0,0,-211/792,0,0,211/1584,0,-1/11,0,-67/3168,67/3168,0,0,67/3168
923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44/3,0,232/9,2,88/9,0,0,0,0,0,2,0,-88/9,0,-1,1,0,0,1
924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1483/15,0,377/3,0,0,67/5,0,-215/6,0,215/78,0,0,0,0,-67/5,67/5,0,0,67/5
925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4100/93,0,0,0,0,0,0,0,0,0,-6700/31,-16400/93,84200/93,0,0,0,0,0,0,0,0,0,0,4100/93,0,0,1,4100/93,0
926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,17,0,0,0,0,-14/3,-1,11/78,2,0,0,0,0,0,0,0,0
927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-825/23,0,0,0,0,0,0,0,0,0,-2625/23,0,200,0,0,825/23,0,-100,-825/23,100/13,0,0,0,0,-825/46,825/46,1,0,825/46
928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1399/55,0,2224/55,0,0,2,0,0,0,664/715,2,0,0,0,-1,1,0,0,1
929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-295/228,0,1,0,0,67/114,0,-1/6,0,1/78,0,0,-67/228,0,-67/456,67/456,0,0,67/456
930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29,0,387/2,0,1,0,0,0,-19/2,0,22,0,-4,0,0,0,0,0,0
931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-711,0,2246,0,0,0,0,-925,0,925/13,198,0,-198,0,0,0,1,0,0
