M_ac_e,M_acald_e,M_akg_e,M_co2_e,M_etoh_e,M_for_e,M_fru_e,M_fum_e,M_glc__D_e,M_gln__L_e,M_glu__L_e,M_h2o_e,M_h_e,M_lac__D_e,M_mal__L_c,M_mal__L_e,M_nh4_e,M_o2_e,M_pep_c,M_pi_e,M_pyr_e,M_succ_e,objective
0.000000000000000000e+00,0.000000000000000000e+00,8.573050000000000281e+00,0.000000000000000000e+00,2.603239999999999910e+01,3.612545000000000073e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.538887499999999875e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.244100000000000428e+00,6.330154999999999887e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,-2.532500000000000029e-02,0.000000000000000000e+00,-1.839350000000000041e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.118984285714285676e+01,0.000000000000000000e+00,4.296397857142856935e+01,0.000000000000000000e+00,0.000000000000000000e+00,-6.406599285714285941e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.302416428571428497e+01,2.338232071428571430e+02,1.968561428571428706e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.839350000000000041e+00,0.000000000000000000e+00,8.057180714285713918e+01,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.384949999999999903e+00,1.882047499999999829e+01,2.123382499999999951e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.032094583333333304e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.506537500000000307e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.839350000000000041e+00,1.178509999999999991e+01,1.008224999999999927e+00,5.000000000000000000e-01
9.453575000000000728e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.394499999999999851e-01,4.181650000000000311e+00,1.891417500000000018e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.133363750000000003e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.839775000000000205e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,-5.236837500000000034e+00,0.000000000000000000e+00,-1.839350000000000041e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,7.126818421052631969e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.827568421052632175e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.095656842105263173e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.789583684210526471e+01,3.311120526315789192e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,-1.096255263157894788e+01,0.000000000000000000e+00,-1.839350000000000041e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01
6.058898611111111165e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.070932361111111142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.777308888888888916e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.550762361111111076e+01,7.912283333333333246e+01,1.788444027777777734e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.839350000000000041e+00,0.000000000000000000e+00,2.257474722222222141e+01,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.935136500000000126e+01,2.400178999999999974e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.174341583333333361e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.448724999999999596e+00,3.094389999999999930e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.839350000000000041e+00,0.000000000000000000e+00,1.045695000000000086e+01,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.556448749999999848e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.994216250000000201e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.036278750000000315e+01,1.193995625000000018e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.839350000000000041e+00,3.520058749999999748e+01,3.708448750000000160e+01,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,8.573050000000000281e+00,-2.608305000000000007e+01,0.000000000000000000e+00,1.003472000000000008e+01,0.000000000000000000e+00,0.000000000000000000e+00,-3.848393000000000086e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.084663000000000110e+01,1.155747099999999961e+02,2.608113000000000170e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.839350000000000041e+00,0.000000000000000000e+00,2.614138000000000162e+01,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.392304166666666454e+00,2.260731666666666584e+01,3.815158333333333474e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.867271180555555432e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.157281249999999950e+01,4.818158333333333587e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,-3.282729166666666476e+00,0.000000000000000000e+00,-1.839350000000000041e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.614246666666666385e+00,4.521463333333333168e+01,7.837857333333333543e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.294238666666666404e+01,0.000000000000000000e+00,7.535346666666666415e+00,-1.424529333333333270e+01,1.135092666666666616e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.298814666666666717e+01,-5.200473333333333059e+00,0.000000000000000000e+00,-3.678700000000000081e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.750666666666666926e-01,2.695948055555555456e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.979228055555555699e+01,0.000000000000000000e+00,2.165771388888888893e+01,5.012476111111111265e+01,9.033490833333333114e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.711051388888888880e+01,-2.267743055555555642e+01,0.000000000000000000e+00,-3.678700000000000081e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.202923684210526645e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.722923684210526218e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.100254868421052556e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.804804736842105228e+01,3.315877105263157887e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,-1.098633552631578958e+01,0.000000000000000000e+00,-1.839350000000000041e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.373594583333333219e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.656874583333333462e+01,0.000000000000000000e+00,9.385712500000000347e+00,3.760394166666666393e+01,8.566360416666667277e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.483851250000000022e+01,-2.117878749999999854e+01,0.000000000000000000e+00,-3.678700000000000081e+00,0.000000000000000000e+00,1.154811666666666703e+01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000222e-01,-1.000000000000000000e+00,2.000000000000000111e-01,5.999999999999999778e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.999999999999999778e-01,3.399999999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.475444230769230813e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.348031089743589739e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.909928589743589811e+01,3.624449935897435893e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,-7.150492948717948494e+00,0.000000000000000000e+00,-1.839350000000000041e+00,7.175116666666666809e+00,8.281969230769231416e+00,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.278300000000000214e+00,1.695333000000000112e+01,2.715212999999999965e+01,1.499709999999999965e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.065399000000000029e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.158370000000000033e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.839350000000000041e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.662297500000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.945577499999999915e+01,0.000000000000000000e+00,2.151123499999999922e+01,5.030687000000000353e+01,8.970544499999999744e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.696403499999999909e+01,-2.291100499999999940e+01,0.000000000000000000e+00,-3.678700000000000081e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.573050000000000281e+00,-6.674799999999999622e-01,2.586730999999999980e+01,3.730545000000000044e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.541926499999999933e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.746489999999999654e+00,6.448154999999999859e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,-1.129349999999999937e-01,0.000000000000000000e+00,-1.839350000000000041e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01
6.166666666666666650e-03,2.313666666666666649e-01,6.786349999999999660e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.437233333333333363e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.085363333333333280e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.721490000000000009e+01,3.304610000000000269e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,-1.081123333333333392e+01,0.000000000000000000e+00,-1.839350000000000041e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01
1.082170416666666668e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.118560416666666590e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.729680833333333467e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.598390416666666702e+01,8.055167500000000302e+01,1.264535416666666734e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.839350000000000041e+00,0.000000000000000000e+00,2.352730833333333393e+01,5.000000000000000000e-01
1.052271538461538469e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.088661538461538392e+01,1.459750000000000103e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.523908076923076749e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.422516538461538538e+01,6.495162692307692964e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.839350000000000041e+00,0.000000000000000000e+00,2.146958076923077030e+01,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.394483055555555495e+01,3.167222361111111084e+01,0.000000000000000000e+00,0.000000000000000000e+00,-6.892632083333333526e+01,0.000000000000000000e+00,1.732199027777777900e+01,3.919119722222222180e+01,1.687914986111111091e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.277479027777777887e+01,0.000000000000000000e+00,0.000000000000000000e+00,-3.678700000000000081e+00,0.000000000000000000e+00,4.120764722222222076e+01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.838513000000000019e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.590045750000000169e+01,5.454651499999999942e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,-1.055107875000000028e+01,0.000000000000000000e+00,-1.839350000000000041e+00,0.000000000000000000e+00,2.225825749999999914e+01,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,5.109422000000000352e+00,6.629421999999999926e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.909046999999999272e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.049046600000000140e+01,2.024884399999999829e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,-1.116079399999999922e+01,0.000000000000000000e+00,-1.839350000000000041e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.416666666666666519e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,1.083333333333333393e+01,8.333333333333333703e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.573050000000000281e+00,-6.188100000000000378e+00,1.989495000000000147e+01,3.088135000000000119e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.817957499999999982e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.507104999999999961e+01,6.424100000000000144e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.839350000000000041e+00,0.000000000000000000e+00,5.294749999999999623e+00,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.691443999999999903e+01,4.762371666666666670e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.595813333333333262e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.501762666666666668e+01,7.416294333333333100e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,-4.466749999999999887e-01,0.000000000000000000e+00,-1.839350000000000041e+00,0.000000000000000000e+00,8.254613333333333358e+00,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.272727272727272596e-01,-3.090909090909090828e-01,0.000000000000000000e+00,1.272727272727272596e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.818181818181818010e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.545454545454545192e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.636363636363636187e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.090909090909090828e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.119757647058823480e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.224635294117646822e+01,0.000000000000000000e+00,1.523488823529411818e+01,5.602906470588235521e+01,1.676290941176470710e+02,1.815438823529411749e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.068768823529411804e+01,0.000000000000000000e+00,0.000000000000000000e+00,-3.678700000000000081e+00,0.000000000000000000e+00,4.947246470588235212e+01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.139727777777777895e+00,3.679177777777777880e+00,2.260731666666666584e+01,3.730545000000000044e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.052927499999999839e+01,0.000000000000000000e+00,0.000000000000000000e+00,-9.006483333333333618e+00,5.361490555555555204e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,-2.286263888888889095e+00,0.000000000000000000e+00,-1.839350000000000041e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01
3.278300000000000214e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.023162999999999911e+01,2.387383000000000166e+01,8.440500000000000114e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.737568999999999875e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.174879999999999924e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.839350000000000041e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.200050000000000061e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.945487500000000125e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.642199999999999882e+00,4.464719999999999800e+01,3.041714999999999947e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,-1.521975000000000078e+00,0.000000000000000000e+00,-1.839350000000000041e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.737183333333333302e+00,0.000000000000000000e+00,6.786349999999999660e+00,0.000000000000000000e+00,2.058030416666666795e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.341310416666666683e+01,0.000000000000000000e+00,1.301642083333333311e+01,4.010359166666666653e+01,6.667314583333333644e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.846922083333333475e+01,-2.106002083333333275e+01,0.000000000000000000e+00,-3.678700000000000081e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.584380833333333172e+01,0.000000000000000000e+00,2.413349999999999884e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.443532499999999885e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.822875833333333162e+01,1.015228916666666663e+02,9.412191666666666734e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.839350000000000041e+00,2.119338333333333324e+01,2.923698333333333466e+01,5.000000000000000000e-01
1.491600000000000037e+00,3.580386666666666429e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.642199999999999882e+00,4.513771666666666960e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.471513333333333406e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.665931666666666899e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,-4.466749999999999887e-01,0.000000000000000000e+00,-1.839350000000000041e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01
6.797714285714285820e-01,0.000000000000000000e+00,8.573050000000000281e+00,-2.676282142857142787e+01,0.000000000000000000e+00,1.166617142857142930e+01,0.000000000000000000e+00,0.000000000000000000e+00,-3.821202142857142547e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.989495000000000147e+01,1.163904357142857151e+02,2.512944999999999851e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.839350000000000041e+00,0.000000000000000000e+00,2.586947142857142978e+01,5.000000000000000000e-01
0.000000000000000000e+00,3.295862291666666977e+01,0.000000000000000000e+00,-4.650425000000000253e+00,0.000000000000000000e+00,1.182554166666666617e+01,0.000000000000000000e+00,0.000000000000000000e+00,-3.678837291666666687e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.058180624999999964e+01,8.503560416666667265e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.839350000000000041e+00,0.000000000000000000e+00,3.159003124999999912e+01,5.000000000000000000e-01
1.993834285714285670e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.030224285714285770e+01,0.000000000000000000e+00,2.235169285714285792e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.347324285714285708e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.748850000000000016e+00,9.113782142857142787e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.839350000000000041e+00,0.000000000000000000e+00,1.940889285714285606e+01,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.786699999999999955e+00,0.000000000000000000e+00,2.852930833333333283e+01,0.000000000000000000e+00,0.000000000000000000e+00,-3.130185833333333179e+01,0.000000000000000000e+00,2.370260833333333395e+01,5.290291666666666970e+01,9.599452499999999588e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.915540833333333381e+01,-2.317315833333333330e+01,0.000000000000000000e+00,-3.678700000000000081e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.761904761904761640e-01,2.380952380952380820e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.952380952380952328e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.127000000000000113e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.394499999999999851e-01,4.181650000000000311e+00,9.873300000000000409e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.037451250000000158e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.743862500000000182e+01,2.712262499999999932e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,-7.164000000000000368e-01,0.000000000000000000e+00,-1.839350000000000041e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.286249999999999893e-01,0.000000000000000000e+00,2.413349999999999884e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.115743333333333354e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.013574999999999893e+00,4.707072500000000304e+01,3.462737500000000068e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.839350000000000041e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.458000000000000185e-01,4.387999999999999901e+00,1.007965000000000089e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.047768749999999827e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.743862500000000182e+01,2.732897499999999980e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,-8.195750000000000535e-01,0.000000000000000000e+00,-1.839350000000000041e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01
0.000000000000000000e+00,3.260141250000000213e+01,8.573050000000000281e+00,-2.608305000000000007e+01,0.000000000000000000e+00,3.611585000000000178e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.500421250000000128e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.736691250000000153e+01,1.286152749999999969e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.839350000000000041e+00,0.000000000000000000e+00,3.266166249999999849e+01,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.166666666666666741e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.521500000000000519e-01,1.810407500000000169e+01,2.338302499999999995e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.039170833333333377e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.692275000000000063e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,-7.164000000000000368e-01,0.000000000000000000e+00,-1.839350000000000041e+00,1.350972499999999954e+01,0.000000000000000000e+00,5.000000000000000000e-01
