M_ac_e,M_acald_e,M_akg_e,M_co2_e,M_etoh_e,M_for_e,M_fru_e,M_fum_e,M_glc__D_e,M_gln__L_e,M_glu__L_e,M_h2o_e,M_h_e,M_lac__D_e,M_mal__L_c,M_mal__L_e,M_nh4_e,M_o2_e,M_pep_c,M_pi_e,M_pyr_e,M_succ_e,objective
0.000000000000000000e+00,0.000000000000000000e+00,3.278300000000000214e+00,0.000000000000000000e+00,1.019880000000000031e+01,1.499709999999999965e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.277315624999999955e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.277536249999999995e+01,2.119166249999999962e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.839350000000000041e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.520000000000000018e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.140271111111111146e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.884837222222222053e+01,2.675617222222222225e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,-7.785036111111111268e+00,0.000000000000000000e+00,-1.839350000000000041e+00,1.520617222222222154e+01,0.000000000000000000e+00,5.000000000000000000e-01
9.438236363636363535e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.408866136363636379e+01,2.594024772727272676e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.797408219696969667e+01,0.000000000000000000e+00,0.000000000000000000e+00,-7.053286363636363632e+00,5.219483409090909021e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.839350000000000041e+00,0.000000000000000000e+00,3.393174999999999830e+00,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.933499999999999774e-01,0.000000000000000000e+00,2.766316666666666535e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.135597708333333244e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.925333333333333119e+00,4.790902083333333650e+01,3.475973749999999995e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.839350000000000041e+00,0.000000000000000000e+00,1.764833333333333254e-01,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.846702499999999958e+01,2.415867499999999879e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.126512500000000117e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.975930000000000319e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,-4.466749999999999887e-01,0.000000000000000000e+00,-1.839350000000000041e+00,1.407902499999999968e+01,7.458000000000000185e-01,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.769899999999999807e+00,5.178307000000000215e+01,7.546593000000000018e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.478401166666666455e+01,0.000000000000000000e+00,1.885615999999999914e+01,0.000000000000000000e+00,1.372711500000000058e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.430895999999999901e+01,0.000000000000000000e+00,0.000000000000000000e+00,-3.678700000000000081e+00,0.000000000000000000e+00,2.016449999999999854e+00,1.000000000000000000e+00
1.346868571428571393e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.108373571428571402e+01,7.035375000000000156e+00,2.291741071428571530e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.200453154761904884e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.536991785714285186e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.839350000000000041e+00,0.000000000000000000e+00,1.447691071428571341e+01,5.000000000000000000e-01
0.000000000000000000e+00,4.616983333333333661e+01,0.000000000000000000e+00,-6.286249999999999893e-01,0.000000000000000000e+00,4.858318333333333072e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.692866250000000150e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.013574999999999893e+00,5.861318333333333186e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.839350000000000041e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.100236363636363990e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.782753636363636929e+01,0.000000000000000000e+00,2.513728181818181895e+01,8.573624545454545398e+01,2.286938545454545419e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.059008181818181882e+01,0.000000000000000000e+00,0.000000000000000000e+00,-3.678700000000000081e+00,0.000000000000000000e+00,7.917964545454545089e+01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.000000000000000444e-01,4.000000000000000222e-01,1.199999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.600000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.199999999999999956e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.823915500000000023e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.458668249999999844e+01,5.337871499999999969e+01,1.459750000000000103e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,-9.894191250000000437e+00,0.000000000000000000e+00,-1.839350000000000041e+00,0.000000000000000000e+00,2.094448249999999945e+01,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.777616666666666845e+00,1.339706666666666734e+01,2.438346666666666707e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.579986666666666650e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.497883333333333233e+00,7.847419999999999618e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,-3.454183333333333383e+00,0.000000000000000000e+00,-1.839350000000000041e+00,0.000000000000000000e+00,2.203036666666666576e+01,5.000000000000000000e-01
0.000000000000000000e+00,3.054945000000000022e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.583894999999999698e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.717139999999999844e+01,7.562864999999999327e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,-9.118249999999999966e-01,0.000000000000000000e+00,-1.839350000000000041e+00,1.459750000000000103e+00,3.206945000000000334e+01,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.825974999999999682e+00,0.000000000000000000e+00,5.278950000000000031e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.138668333333333393e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.468175000000000452e+00,2.762142499999999856e+01,1.231247499999999917e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,-6.887400000000000411e+00,0.000000000000000000e+00,-1.839350000000000041e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.786349999999999660e+00,0.000000000000000000e+00,1.761502222222222258e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.318500555555555565e+01,0.000000000000000000e+00,1.278832222222222192e+01,3.964739444444444416e+01,6.598884999999999934e+01,2.737183333333333302e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.824112222222222357e+01,-2.083192222222222156e+01,0.000000000000000000e+00,-3.678700000000000081e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,8.045193749999999255e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.905006041666666761e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.466903541666666655e+01,4.490855416666666855e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,-5.912770833333333087e+00,0.000000000000000000e+00,-1.839350000000000041e+00,7.175116666666666809e+00,1.385171874999999986e+01,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,5.395689583333333594e+00,0.000000000000000000e+00,1.655096874999999912e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.263184791666666484e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.134926875000000024e+01,7.461013541666666526e+01,6.855439583333333253e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.839350000000000041e+00,0.000000000000000000e+00,2.346665833333333495e+01,5.000000000000000000e-01
0.000000000000000000e+00,3.076095600000000019e+01,0.000000000000000000e+00,-2.348757000000000161e+01,0.000000000000000000e+00,4.070916400000000124e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.212556399999999712e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.833766200000000168e+01,1.271052279999999968e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.839350000000000041e+00,0.000000000000000000e+00,3.818303199999999720e+01,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,7.905569999999999986e+00,0.000000000000000000e+00,2.553357000000000099e+01,3.697171000000000163e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.480740833333333484e+01,0.000000000000000000e+00,0.000000000000000000e+00,-6.080230000000000246e+00,6.281284999999999741e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,-2.798050000000000259e-01,0.000000000000000000e+00,-1.839350000000000041e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.535725333333333253e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.056570666666667080e+01,0.000000000000000000e+00,1.731472666666666527e+01,6.226858000000000004e+01,2.217048933333333309e+02,5.559147999999999712e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.276752666666666514e+01,0.000000000000000000e+00,0.000000000000000000e+00,-3.678700000000000081e+00,0.000000000000000000e+00,5.571197999999999695e+01,1.000000000000000000e+00
0.000000000000000000e+00,2.506706666666666550e+01,2.384949999999999903e+00,0.000000000000000000e+00,1.061280000000000001e+01,4.047816666666666663e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.564053333333333384e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.967946666666666999e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.726399999999999935e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.839350000000000041e+00,0.000000000000000000e+00,2.200699999999999878e+00,5.000000000000000000e-01
