M_ac_e,M_acald_e,M_akg_e,M_co2_e,M_etoh_e,M_for_e,M_fru_e,M_fum_e,M_glc__D_e,M_gln__L_e,M_glu__L_e,M_h2o_e,M_h_e,M_lac__D_e,M_mal__L_e,M_nh4_e,M_o2_e,M_pi_e,M_pyr_e,M_succ_e,objective
0.000000000000000000e+00,0.000000000000000000e+00,4.636052697644148957e+00,-4.856878788702530536e-01,1.076657354979940173e+01,1.671469301015864062e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.208508280578657157e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.143981169818621879e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,-1.426869146549532452e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.882138548107504583e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.764381648199301544e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.292220705056761787e+00,1.984709272297278915e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,-4.782832982387172471e+00,-1.000000000000000000e+00,3.112188461224805636e+00,4.199876210450598002e+00,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.326710134403069219e+01,0.000000000000000000e+00,2.335823990617803503e+01,0.000000000000000000e+00,0.000000000000000000e+00,-3.483077873006380543e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.251755472624257770e+01,1.271227374577199214e+02,1.070248418501877552e+01,0.000000000000000000e+00,-1.482262755864843573e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,4.380450003689191618e+01,2.718351591594856953e-01
0.000000000000000000e+00,1.412617795235635754e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.900897962142423570e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.620829935393843968e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.536227131867235762e+01,3.611814182546370233e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,-1.264149020034251336e+00,-1.000000000000000000e+00,0.000000000000000000e+00,1.338211528529100036e+01,2.718351591594856953e-01
0.000000000000000000e+00,1.637032556790895299e+01,4.660912822464457150e+00,-2.230514855791448170e+01,0.000000000000000000e+00,2.775968412754505721e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.852973876641204853e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.352448328666829802e+01,9.158982339775826631e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,2.452765016627250461e+01,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,4.836339700748323089e+00,-4.856878788702530536e-01,1.422117285221099081e+01,2.036957931567440383e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.401266946009654113e+01,0.000000000000000000e+00,0.000000000000000000e+00,-3.054025296203239481e+00,3.549527200991033027e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.915318405464381257e+00,0.000000000000000000e+00,3.019787128358090822e+00,1.567930617782467628e+01,2.299832944938552970e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.502049884222934395e+00,-5.025412880538332239e+00,-1.000000000000000000e+00,3.813409875524209180e+00,3.846166012202927309e+00,2.718351591594856953e-01
5.131288968187872612e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.659587008256375285e+00,1.410294273915933694e+01,0.000000000000000000e+00,0.000000000000000000e+00,-9.771974989517872245e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.834662442513042002e+00,2.837678206481044541e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,1.844768532361975799e+00,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.237060646424008148e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.007115285291000362e+00,0.000000000000000000e+00,5.847509989942099473e+00,1.367517601326555621e+01,2.438509391904748824e+01,0.000000000000000000e+00,0.000000000000000000e+00,-7.329772745806942602e+00,-6.228016690678772171e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718351591594856953e-01
0.000000000000000000e+00,3.258941111443354188e+00,3.689537064723951598e+00,0.000000000000000000e+00,9.359230162829259569e+00,1.761977510171165662e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.214531401491468898e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.045186252389884274e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,-1.196455269524560272e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.283442520455595925e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.983454299979158897e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.329890087983979896e+00,1.508618986779750060e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,-4.502319660024827641e+00,-1.000000000000000000e+00,7.349734054602622635e+00,0.000000000000000000e+00,2.718351591594856953e-01
0.000000000000000000e+00,2.519711673507851657e+01,0.000000000000000000e+00,-4.856878788702530536e-01,0.000000000000000000e+00,2.665310662281059351e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.480822482579896970e+01,0.000000000000000000e+00,1.439231250169897003e-01,1.782314404545083830e+00,3.239396616558385489e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.626185880881833246e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.623739364449397815e+00,0.000000000000000000e+00,5.845087183576323397e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.331177529501665902e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.091434776173950461e+00,1.427317923300199709e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,-5.975784017904875789e+00,-1.000000000000000000e+00,0.000000000000000000e+00,1.487539378343194940e+00,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.856878788702530536e-01,0.000000000000000000e+00,1.312066762715089485e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.155064289015141199e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.782314404545083830e+00,2.573487916927175334e+01,1.868195286378340114e+01,0.000000000000000000e+00,-1.482262755864843573e+00,0.000000000000000000e+00,-1.000000000000000000e+00,2.878462500339794006e-01,0.000000000000000000e+00,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.263788838448364871e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.074649672438633274e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.806534917226194192e+00,2.281452007502650403e+01,1.736150678228722199e+01,0.000000000000000000e+00,-1.482262755864843573e+00,-5.121102563405550701e-01,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,9.230769230769231282e-02,-2.769230769230769384e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.153846153846153744e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.769230769230769384e-01,1.000000000000000000e+00,7.692307692307692735e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.692307692307692513e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.881265334034774916e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.721725199172555065e+01,0.000000000000000000e+00,2.176483646983136122e+00,1.166644226940783113e+01,4.031253074802106795e+01,6.077381609125559692e+00,0.000000000000000000e+00,-3.658746402847979695e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,1.221458427609497654e+01,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.311154302697510943e+01,1.259309901142613874e+01,2.665856597892371482e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.742862061779070615e+01,0.000000000000000000e+00,1.275340020478248704e+01,1.440816955264993915e+01,8.287008997743768646e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.423566296064733017e+01,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,1.262585514810485599e+01,2.718351591594856953e-01
5.781935926361946088e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.260868701527085634e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.588470843588140724e+00,2.445157883951479505e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,-2.989888777599110092e+00,-1.000000000000000000e+00,0.000000000000000000e+00,6.608314810206782575e+00,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.933535623997607900e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.171536820072308061e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.194404952836599776e+01,6.491399815152091435e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,0.000000000000000000e+00,-1.000000000000000000e+00,1.913751461113980312e+01,2.016173512382091459e+01,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.033598665769077662e+01,0.000000000000000000e+00,2.176483646983136122e+00,1.166644226940783113e+01,2.655000007995151634e+01,6.077381609125559692e+00,0.000000000000000000e+00,-3.658746402847979695e+00,-3.440632667017387458e+00,-1.000000000000000000e+00,0.000000000000000000e+00,5.333318942060201628e+00,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.936227471661184696e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.043102182836328495e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.324800608910756594e+01,2.640146790985946268e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,-5.716467773941881880e+00,-1.000000000000000000e+00,0.000000000000000000e+00,1.047422730856008855e+01,2.718351591594856953e-01
5.512300540951966532e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.795743061407562458e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.064737543153831290e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.980156033381357483e+00,1.876105689509881103e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,-3.583602903199500034e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718351591594856953e-01
4.811733764645119038e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.824924565743333282e+00,9.948725093103542250e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.694866166489974013e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.390300921521189537e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,-1.757553619485144214e+00,-1.000000000000000000e+00,0.000000000000000000e+00,1.844768532361975799e+00,2.718351591594856953e-01
6.472938809905673274e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.156468317612199925e+00,1.494147389023296313e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.961394876813367105e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.176312284230842664e+00,2.686742599287791933e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718351591594856953e-01
0.000000000000000000e+00,1.740245195313561766e+01,0.000000000000000000e+00,7.936227471661184696e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.948457335471769980e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.020898687036181229e+01,4.032342947236795538e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,-4.957321880011960613e-01,-1.000000000000000000e+00,0.000000000000000000e+00,1.743520808981433490e+01,2.718351591594856953e-01
0.000000000000000000e+00,5.537567618995840490e+00,4.660912822464457150e+00,-6.056011634544812061e+00,0.000000000000000000e+00,1.151054720417538846e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.228060184304237978e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.081629379944001990e+01,3.742603365319270381e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,-4.062284230842417188e+00,-1.000000000000000000e+00,0.000000000000000000e+00,5.570323755674558619e+00,2.718351591594856953e-01
0.000000000000000000e+00,1.691196346535461004e+01,1.411085437790523756e+00,-1.418058009622964555e+01,0.000000000000000000e+00,2.288494305053415445e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.365499768940114578e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.081629379944001990e+01,7.154922119226900179e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,2.019454698670726245e+01,2.718351591594856953e-01
0.000000000000000000e+00,6.666666666666666574e-02,0.000000000000000000e+00,-8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.666666666666666963e-01,3.333333333333333481e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.666666666666666741e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.441600398133956240e+00,0.000000000000000000e+00,1.086335682964926974e+01,1.624099232379331426e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.195729818156218727e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.057720641280050700e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,-1.384471102877061544e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,4.441600398133956240e+00,0.000000000000000000e+00,1.363229903540339372e+01,1.624099232379331426e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.472624038731631124e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.611509082430875139e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,2.768942205754123087e+00,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.914291805028378146e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.707914552194496949e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.996413206610458957e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.841495780116831682e+00,1.805502372834797242e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,-5.970358521960704046e+00,-1.000000000000000000e+00,0.000000000000000000e+00,3.275613667871802442e-02,2.718351591594856953e-01
5.354600600964805501e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.936227471661184696e-01,6.346064976967197957e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.378278697951408382e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.161135518190999250e+00,3.427445732292553515e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,1.173342171461072247e+01,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.480598165272578370e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.963909885045708137e+01,0.000000000000000000e+00,4.141378268218152137e+00,1.523066972188065193e+01,4.556748147923099168e+01,4.935001015384271383e+00,0.000000000000000000e+00,-5.623641024082996154e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,1.344835531733556699e+01,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.068674622375658106e-01,-1.938137566712878623e+01,0.000000000000000000e+00,1.418934224952655310e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.105192051539946263e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.057113473056605102e+01,6.373998967026395235e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,0.000000000000000000e+00,-1.000000000000000000e+00,1.886293165157981377e+01,1.889568778825853457e+01,2.718351591594856953e-01
1.995767138235945204e+00,0.000000000000000000e+00,4.660912822464457150e+00,-5.360053435025571744e+00,1.081629379944001990e+01,1.878504052285551040e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.556986940262282104e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.530437771107029477e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,4.874365556155319190e+00,2.718351591594856953e-01
1.508879948532543125e+01,0.000000000000000000e+00,4.660912822464457150e+00,-2.926937958155507857e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.919379128496479581e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.187807286994499734e+01,1.295545799693732363e+02,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,4.984547077318980257e+01,2.718351591594856953e-01
0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.617118366089470172e+01,1.782314404545083830e+00,-4.856878788702530536e-01,5.059096963601271923e+00,2.432466179175614585e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.446319805003579084e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.334230389358559421e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.333333333333333148e-01,-1.333333333333333259e+00,0.000000000000000000e+00,3.333333333333333148e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.166666666666666741e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.333333333333333148e-01,1.333333333333333259e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.263788838448364871e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.136628088726996033e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.980156033381357483e+00,2.488046728463859480e+01,1.860107510805447717e+01,0.000000000000000000e+00,-1.482262755864843573e+00,-9.892081441813684040e-02,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,4.662879744008947114e+00,0.000000000000000000e+00,1.418648086086311544e+01,1.967573948871689993e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.382186350768322747e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.880565339463863506e+00,3.445451226947407974e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718351591594856953e-01
2.243727403702394929e-01,1.966102155652812300e+01,0.000000000000000000e+00,2.932829532171691289e-01,2.273438986598526501e+00,2.502884171038682126e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.353464539103487674e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.070622774349634554e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,-3.894854160437111190e-01,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.296626525674830832e+00,0.000000000000000000e+00,4.573409084731019369e+00,7.182102373120939021e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.203706019336540933e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.784244434175116112e+01,1.261407562454127884e+01,0.000000000000000000e+00,-1.482262755864843573e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.296626525674830832e+00,0.000000000000000000e+00,1.394679642264930486e+01,2.064395574523608801e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.530281893060048404e+01,0.000000000000000000e+00,4.088466034196862608e+00,0.000000000000000000e+00,3.926006469676787702e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.570728790061706626e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,1.196455269524560272e+00,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.417647538532633811e-01,0.000000000000000000e+00,1.312066762715089485e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.150266851514574817e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.638391279528094158e+00,2.559095604425476367e+01,1.882587598880039081e+01,0.000000000000000000e+00,-1.482262755864843573e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,9.457152534054700244e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.243973034931797450e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.171741584191634544e+01,1.881996602305407151e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,-4.554361276763212452e+00,-1.000000000000000000e+00,4.216136379944247281e+00,3.629692921779800407e+00,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,4.660912822464457150e+00,-4.856878788702530536e-01,1.418608747655421709e+01,2.048653056786364601e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.398343164704922970e+01,0.000000000000000000e+00,0.000000000000000000e+00,-3.206061924049256717e+00,3.558883301166172686e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,1.637317530649414210e-01,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,4.437642250103174035e+00,-3.914673414768556764e-02,1.391816278972067700e+01,1.989114237490022319e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.357410226438687495e+01,0.000000000000000000e+00,0.000000000000000000e+00,-3.101868990280657545e+00,3.421944016784585330e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,-1.116352861806418767e-01,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718351591594856953e-01
1.000000000000000000e+00,0.000000000000000000e+00,1.199999999999999956e+00,-4.599999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.099999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.599999999999999645e+00,1.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.799999999999999822e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.660912822464457150e+00,-3.364286296789626984e+00,1.256259004539647073e+01,1.853556963057602047e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.532039851034332756e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.081390165003941917e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,0.000000000000000000e+00,-1.000000000000000000e+00,1.746296245956451942e+00,2.878598417919373542e+00,2.718351591594856953e-01
0.000000000000000000e+00,2.510116798506718894e+01,0.000000000000000000e+00,-3.417647538532633811e-01,0.000000000000000000e+00,2.641323474778227975e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.464031451327914723e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.638391279528094158e+00,3.186624804052156179e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.844768532361975799e+00,1.352831706852964366e+01,1.969208008263789011e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.407000752077273731e+01,0.000000000000000000e+00,4.851696251393155634e+00,0.000000000000000000e+00,3.484848587816347987e+01,0.000000000000000000e+00,0.000000000000000000e+00,-6.333959007257998763e+00,-2.740710033435724835e-01,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718351591594856953e-01
