M_ac_e,M_acald_e,M_akg_e,M_co2_e,M_etoh_e,M_for_e,M_fru_e,M_fum_e,M_glc__D_e,M_gln__L_e,M_glu__L_e,M_h2o_e,M_h_e,M_lac__D_e,M_mal__L_e,M_nh4_e,M_o2_e,M_pi_e,M_pyr_e,M_succ_e,objective
0.000000000000000000e+00,0.000000000000000000e+00,1.296626525674830832e+00,0.000000000000000000e+00,5.769864354255579642e+00,8.378557642645500181e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.223646940495283708e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.903889961127572406e+01,1.022116508549215830e+01,0.000000000000000000e+00,-1.482262755864843573e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,1.196455269524560272e+00,2.718351591594856953e-01
5.720888022733783274e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.936227471661184696e-01,0.000000000000000000e+00,0.000000000000000000e+00,-7.803009424315864528e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.733800192793858663e+00,2.347481238146418647e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,-2.959364825785028685e+00,-1.000000000000000000e+00,0.000000000000000000e+00,5.753644159412501402e+00,2.718351591594856953e-01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.364286296789626984e+00,1.174600266398456050e+01,1.818383668143637522e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.683426754016364413e+01,0.000000000000000000e+00,4.648544322722700795e-01,0.000000000000000000e+00,4.896740696441677443e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.947117188137113653e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,1.220042406284828829e+01,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,4.660912822464457150e+00,-4.856878788702530536e-01,1.418608747655421709e+01,2.040466469133117755e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.406529752358169993e+01,0.000000000000000000e+00,2.455976295974121315e-01,-2.878598417919373542e+00,3.567069888819420242e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.727860385462255621e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718351591594856953e-01
1.275834307409320267e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.295618470292947677e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.171536820072308061e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.556487799131939731e+01,7.129316968856751657e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,2.654090666086751682e+01,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,4.660912822464457150e+00,-5.702123032593036100e-01,1.081629379944001990e+01,1.678927338461956609e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.217706526762171393e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.173316117106586631e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,-1.397036996765161687e+00,-1.000000000000000000e+00,0.000000000000000000e+00,8.452442438905047317e-02,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.660912822464457150e+00,0.000000000000000000e+00,1.418058009622964555e+01,1.966787180253894007e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.382038831652485911e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.878598417919373542e+00,3.444959496561285306e+01,6.884225405713975329e-03,0.000000000000000000e+00,-1.482262755864843573e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,8.109386468045777230e-01,0.000000000000000000e+00,1.039475901813140446e+01,1.348914018539157844e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.171326827411857430e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.735675646288090945e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,-2.428439394351265268e-01,-1.000000000000000000e+00,6.792725691140891975e+00,0.000000000000000000e+00,2.718351591594856953e-01
8.109386468045777230e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.279718378775111631e+00,1.237409954603528384e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.100369695816456961e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.593761383097289652e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,-2.428439394351265268e-01,-1.000000000000000000e+00,7.299562345393753482e+00,0.000000000000000000e+00,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.471558430967461284e+01,1.388920542582977724e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.010346046157609479e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.806534917226194192e+00,5.453013292739282925e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,-5.121102563405550701e-01,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.782314404545083830e+00,0.000000000000000000e+00,1.130542379101312989e+01,1.391411707940305043e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.238108910756517211e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.869239812977410509e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,0.000000000000000000e+00,-1.000000000000000000e+00,5.760638948541604520e+00,0.000000000000000000e+00,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.169217386576779871e+00,3.452659907032375575e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.130779895071628616e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.109386468045777230e-01,2.573487916927175334e+01,1.682920596950009440e+01,0.000000000000000000e+00,-1.482262755864843573e+00,-2.428439394351265268e-01,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.809450349308179717e+00,1.508140103841030744e+01,1.795140946530024095e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.108195716784008766e+01,0.000000000000000000e+00,0.000000000000000000e+00,-6.291794655720771345e+00,2.340442275803952654e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,-3.894854160437111190e-01,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,4.660912822464457150e+00,0.000000000000000000e+00,1.415304319460678961e+01,1.964033490091608414e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.380317775301057459e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.851061516296517606e+00,3.441517383858428047e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,-1.376845081142795066e-02,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.579417237007916697e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.634348118454254006e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.188110525397837236e+00,3.908925161796484815e+01,6.061494867176777213e+00,0.000000000000000000e+00,-1.482262755864843573e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,1.378737172902439490e+01,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,4.660912822464457150e+00,-1.482733030690189402e+01,0.000000000000000000e+00,5.972979585179547080e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.105192051539946263e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.146304401011226837e+01,6.373998967026395235e+01,1.366213608068067487e+01,0.000000000000000000e+00,-1.482262755864843573e+00,0.000000000000000000e+00,-1.000000000000000000e+00,6.467502106722483601e-01,1.434164242803164235e+01,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.361965342311660443e+00,-1.028373765577125454e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.988341248914277415e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.289243094416117508e+01,5.556043348646714009e+01,1.443932574524903423e+01,0.000000000000000000e+00,-1.482262755864843573e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,1.447208188192775147e+01,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.660834292307367122e+00,1.259309901142613874e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.854243195814946787e+01,0.000000000000000000e+00,3.867211545141248763e+00,1.440816955264993915e+01,3.843914667923149153e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.349474301006091892e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,1.262585514810485599e+01,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.302720163825989097e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.371863701851196993e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.820251266298782866e+00,2.243592392240012501e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,-5.757139070867426156e+00,-1.000000000000000000e+00,0.000000000000000000e+00,4.840095232917425605e+00,2.718351591594856953e-01
2.546101848966991543e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.900897962142423570e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.628223250549072354e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.683093177425414311e+00,1.160319350550954098e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,-4.487648925588958448e+00,-1.000000000000000000e+00,0.000000000000000000e+00,1.802039181901633258e+00,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.405051150315781783e+01,2.558564619747918378e+00,3.870631382463007863e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.872146410416723228e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.534713802883264933e+01,5.519498282907911602e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,0.000000000000000000e+00,-1.000000000000000000e+00,1.408077808283723442e+01,1.589528003551979474e+01,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.739749297507472647e+00,7.440626670653582853e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.665035404012487952e+00,0.000000000000000000e+00,1.838851335365049522e+00,1.065354533455357178e+01,9.130715963469381080e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.321114091229893095e+00,-5.600843670620357706e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.689537064723951598e+00,0.000000000000000000e+00,1.327335743605077845e+01,1.827496126348982131e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.323351546288997049e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.392910539049120544e+00,3.262826541984940576e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,0.000000000000000000e+00,-1.000000000000000000e+00,1.521216734172397889e+00,0.000000000000000000e+00,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.825640810200573227e+00,4.069655700177351676e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.347551410481250045e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.014088255265845184e+01,9.544084111839024942e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,-5.800922482222941490e+00,-1.000000000000000000e+00,4.397891986985960622e-01,0.000000000000000000e+00,2.718351591594856953e-01
5.883439349045405109e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.081280977881679206e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.484046447567528304e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.689974266271599745e+00,4.379355478837632631e+01,6.874903725047797565e+00,0.000000000000000000e+00,-1.482262755864843573e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,1.279109921077192169e+01,2.718351591594856953e-01
1.296626525674830832e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.824924565743333282e+00,6.433617854133253822e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.120997340546026244e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.741811645418218291e+01,1.054532171691086440e+01,0.000000000000000000e+00,-1.482262755864843573e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,1.844768532361975799e+00,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.706976800379361059e+00,2.000259753596530299e+00,1.229092704850445372e+01,2.028186587653247130e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.116115747410770176e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.896557660767843601e+00,2.914883277003047723e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,-1.242973816233391648e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.777841085165955182e+00,3.604219969010791669e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.843584418408677372e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.114005817272406063e+01,1.100869546307119329e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.482262755864843573e+00,-6.067792426672466100e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718351591594856953e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.166666666666666741e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
